code,L1_Code,L1_Name,L2_Code,L2_Name,L3_Code,L3_Name,L4_Code,L4_Name,L5_Code,L5_Name,Description,References,Questions,Notes,,,,,,,,,,,,,,,,,
43690,40000,Public Works,43000,Utilities,43600,Gas Management,43690,Other Gas,,,All other gas managment department functions and actions that are not specifically described elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
43650,40000,Public Works,43000,Utilities,43650,Telecommunications Management,,,,,"The Department of Information Technology & Telecommunications (DoITT) provides for the sustained, efficient, and effective delivery of IT services, infrastructure, and telecommunications to enhance service delivery to the City's residents, businesses, employees, and visitors.",http://www1.nyc.gov/site/doitt/about/who-we-are.page,,,,,,,,,,,,,,,,,,,
43700,40000,Public Works,43000,Utilities,43700,Cable Television Management,,,,,"The City Franchise Management function began operations in to negotiate, monitor, and enforce the rules set forth in the cable television franchises held by cable TV companies operating within City limits.

The City collects a franchise fee of 5% of gross revenues from the cable companies for their use of the public’s rights-of-way. The franchise fees go into the city general fund budget. Currently Comcast is the only Cable Television provider that uses City streets and right of ways to provide cable services.",http://www.kentwa.gov/residents/news-releases/kent-tv21/cable-franchise-management,,,,,,,,,,,,,,,,,,,
43750,40000,Public Works,43000,Utilities,43750,Maintenance and Shop,,,,,Consolidated maintence and work shop for service of all city run utilities.  This group is designed for municipalities that have decided to group all utility maintenance actions together  instead of maintaining a seperate maintenance workforce within each utility.,,,,,,,,,,,,,,,,,,,,
43800,40000,Public Works,43000,Utilities,43800,Cemetery Management,,,,,"Cemetery Management provides for the maintenance, management, regulation, operation and control of the city cemeteries.",,,,,,,,,,,,,,,,,,,,
43850,,Public Works,43000,Utilities,43850,Markets,,,,,"Historically, electricity rates were set at the city level, which allowed the municipal government to regulate electricity rates. This was because most utilities provided services within a specific city or cities. In 1975, the Public Utility Regulatory Act (PURA) went into effect. As a result, the rate making decisions were gradually moved over to the state itself.

Today, cities typically have control over the rates for distribution and transmission – but within the city’s limits as is defined by the PUC. However, it is very common for rate increase requests to be consolidated, appealed and decided upon by the PUC instead of the city itself. Both the city and the PUC must ensure that the suggested increase and general rates are reasonable and fair.",https://www.electricchoice.com/blog/how-cities-and-city-governments-acquire-electricity-in-the-united-states/,,created 11/12/2016 based on PA DCED CoA p20,,,,,,,,,,,,,,,,,
43900,40000,Public Works,43000,Utilities,43900,Other - Utilities,,,,,All other general utilities department functions and actions that are not specifically described elsewhere in this document.,http://www.timmins.ca/residents/cemetery-management,,,,,,,,,,,,,,,,,,,
44000,40000,Public Works,44000,Fleet Management,,,,,,,"It is the mission of Fleet Operations to provide our customers, the employees of the City, with safe and dependable vehicles, equipment and service facilities. Our goal is to work in partnership with our customers and employees to provide high quality products and services in a cost-effective manner.",http://www.cityofsacramento.org/Public-Works/Fleet/Mission-Statement,,,,,,,,,,,,,,,,,,,
44100,40000,Public Works,44000,Fleet Management,44100,Administration - Fleet Management,,,,,"The Fleet Management Administration section is responsible for ensuring that city vehicles are available, dependable, cost effective, energy efficient, and safe to operate.  They oversee the program and maintain the finance, procurement, and other support functions.",https://www.smgov.net/Departments/PublicWorks/ContentStreetFleet.aspx?id=33294,,,,,,,,,,,,,,,,,,,
44200,40000,Public Works,44000,Fleet Management,44200,Vehicle Acquisition,,,,,"Fleet provides asset management and budgeting for replacement vehicles and equipment, specification development, and fuel and energy management. Specifications for replacement and additional vehicles and equipment are developed with customer involvement to provide the most effective tools for their operations.",http://www.cityofsacramento.org/Public-Works/Fleet/Mission-Statement,,,,,,,,,,,,,,,,,,,
44300,40000,Public Works,44000,Fleet Management,44300,Fueling Management,,,,,Vehicle fule accounts for a large portion of a City's energy costs.  The Fuel management group is responsible for maintaining the proper level of inventory of fuel for entire fleet of City vehicles.  It also works with Fleet Management and City agencies to identify opportunities to reduce fuel use and get the best fuel prices.  It is also responsible for maintaing the capability of and completing the operations of fuel distribution.,http://publicworks.baltimorecity.gov/pw-bureaus/sustainable-energy/fleet,,,,,,,,,,,,,,,,,,,
44400,40000,Public Works,44000,Fleet Management,44400,Vehicle Maintenance,,,,,"Services provided include maintenance and repair of City vehicles and equipment such as sedans, light and heavy duty trucks, trailers, tractors and miscellaneous equipment.",http://www.cityofsacramento.org/Public-Works/Fleet/Mission-Statement,,,,,,,,,,,,,,,,,,,
44900,40000,Public Works,44000,Fleet Management,44900,Other - Fleet Management,,,,,All other Fleet Management support personnel who complete functions that are not specifically mentioned elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
46000,,Public Works,46000,Building Maintenance,,,,,,,"This department is responsible for, but not limited to, in-house repair, renovation and maintenance of city owned buildings and other approved facilities. This department employs electricians, heating and air conditioning technicians, carpenters, maintenance mechanics, laborers, locksmiths, and clerical personnel to meet the City's needs.

",ref: Lawrence MA; http://www.bossiercity.org/Building-Maintenance/,,,,,,,,,,,,,,,,,,,
46100,,Public Works,46000,Building Maintenance,46100,Boilers / HVAC,,,,,"Responsible for all maintenance and repair for all Heating Ventilation and Air Conditioning (HVAC) systems within government owned / operated buildings.  This includes those who maintain and operate a boiler.  If this role is contracted out, this division will QA all of the contractor's work.",ref: Lawrence MA,"If not specifically for Public Buildings, could be 72600 and 72700",,,,,,,,,,,,,,,,,,
46200,,Public Works,46000,Building Maintenance,46200,Elevators,,,,,"Responsible for the maintenance and repair of all elevators and escalators within government owned / operated buildings. If a contractor is used for this effort, a member from this division will be responsible for QA on all contractor efforts.",ref: Lawrence MA,"If not specifically for Public Buildings, could be 72800",,,,,,,,,,,,,,,,,,
46900,,Public Works,46000,Building Maintenance,46900,Other - Building Maintenance,,,,,"All other actions or functions related to building maintenance that are not specified elsewhere in this document.  This may include actual repair, preventative maintenance (i.e. painting), and janitorial work.",,,,,,,,,,,,,,,,,,,,
49000,40000,Public Works,49000,Other - Public Works,,,,,,,All other public works personnel who complete functions that are not specifically mentioned elsewhere in this document.,,"Is this the right numbering System, Should it be 49000",,,,,,,,,,,,,,,,,,
50000,50000,Health and Welfare,,,,,,,,,"Portion of government tasked with protecting the Health and Welfare of the general public from all physical, environmental, and economic challenges.",,,,,,,,,,,,,,,,,,,,
51000,50000,Health and Welfare,51000,Health,,,,,,,"Public health affects every resident, every day. Along with our partners in other local health departments we detect and prevent outbreaks of infectious disease, promote healthy lifestyles and safe behaviors, protect citizens from man-made and natural disasters, and provide access to health care services for our most vulnerable populations.   Our vision is for our city to be a place where all people can enjoy the best health possible, where all can live, grow and prosper in healthy and safe communities.",http://health.utah.gov/about/index.html,,,,,,,,,,,,,,,,,,,
51100,50000,Health and Welfare,51000,Health,51100,Administration - Public Health,,,,,"The Office of the Health Commissioner sets policy and provides leadership for the Department of Public Health. We work closely with other human service providers in the city to assure high-quality healthcare services for all.  The administration also provides all finance, procurement, and support functions for the department.",http://www.phila.gov/health//commissioner/index.html,,,,,,,,,,,,,,,,,,,
51110,50000,Health and Welfare,51000,Health,51100,Administration - Public Health,51110,Health Officer,,,The main role of the Health Officer is to investigate and abate any existing or potential health hazards in the City.  This is done with the help of the Board of Health and a close working relationship with all the City Departments and the State Department of Health.,http://www.rutlandcity.org/index.asp?SEC=D44FB12B-108D-4EF1-9CBC-2CAE19E54D87&DE=11D2B5BE-2C23-44B0-91A9-DD4CD2B7FB03&Type=B_BASIC,,,,,,,,,,,,,,,,,,,
51120,50000,Health and Welfare,51000,Health,51100,Administration - Public Health,51120,Board of Health,,,"The board is responsible for promulgating the health regulations of the Department of Public Health. These regulations establish public health standards for administration and practice that effectively control public health hazards and preserve and promote the health of the residents of the city.  Board members review scientific, technical, and administrative advances in the field of public health to ensure that the City's health regulations reflect best possible practices.",http://www.phila.gov/health//commissioner/BoardofHealth.html,,,,,,,,,,,,,,,,,,,
51190,50000,Health and Welfare,51000,Health,51100,Administration - Public Health,51190,Other - Public Health Administration,,,All other public health administration personnel who complete functions that are not specifically mentioned elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
51200,50000,Health and Welfare,51000,Health,51200,Vital statistics,,,,,"The Vital Statistics office maintains and distributes information associated with the Vital Statistics Report which contains comprehensive data about the vital events of births, deaths and fetal deaths (i.e. still-births) occurring to city residents.",http://www.phila.gov/health//commissioner/VitalStatistics.html,,,,,,,,,,,,,,,,,,,
51300,50000,Health and Welfare,51000,Health,51300,Regulation and inspection,,,,,"Our mission is to protect the health of the city by ensuring that food service establishments, child care facilities, residential health, noise, lead, emergency vehicles, body art establishments, boarding homes, and pools are in compliance with the respective laws while providing public education to consumers and technical assistance to businesses. As part of the Department of Environmental Health, we are committed to resolving situations posing the greatest risk to the public health. We seek to render a high level of customer responsiveness and engage in industry partnerships and training efforts through regular inspections and assessments.",http://www.denvergov.org/content/denvergov/en/environmental-health/public-health-inspections.html,,,,,,,,,,,,,,,,,,,
51400,50000,Health and Welfare,51000,Health,51400,Communicable disease control,,,,,"We work to prevent, control and report on diseases and conditions that are contagious and/or affect the public’s health. We also help people to prepare for public health emergencies, and educate the community about how to stay safe and healthy.",http://www.phila.gov/health//diseasecontrol/index.html,,,,,,,,,,,,,,,,,,,
51410,50000,Health and Welfare,51000,Health,51400,Communicable disease control,51410,Tuberculosis,,,The mission of the Tuberculosis Control Program is to prevent the spread of TB and to remove it as a public health problem.,http://www.phila.gov/health//diseasecontrol/TB.html,,,,,,,,,,,,,,,,,,,
51420,50000,Health and Welfare,51000,Health,51400,Communicable disease control,51420,Socially transmitted diseases,,,"Our STD Control Program works to control the spread of STDs in the city, including HIV, gonorrhea, chlamydia, and syphilis.",http://www.denvergov.org/content/denvergov/en/environmental-health/public-health-inspections.html,,,,,,,,,,,,,,,,,,,
51430,50000,Health and Welfare,51000,Health,51400,Communicable disease control,51430,Rabies and Animal Transmitable diseases,,,Rabies and Animal Transmitable diseases control is a function of the Health Department to educate the public on the risks of these diseases to society.  They work hand in hand with animal control to ensure protective steps are in place and enforced to limit the risk of exposure.,http://www.floridahealth.gov/diseases-and-conditions/rabies/,,,,,,,,,,,,,,,,,,,
51440,50000,Health and Welfare,51000,Health,51400,Communicable disease control,51440,Mosquito control,,,"The Mosquito Control Commission is committed to protecting the health, safety, and comfort of the citizens of our City in the most environmentally safe and economically efficient manner possible. Our services will be provided in a prompt, caring and equitable manner to all.",http://www.cityofchesapeake.net/government/boards-commissions/full-listing/mosquito.htm,,,,,,,,,,,,,,,,,,,
51450,50000,Health and Welfare,51000,Health,51400,Communicable disease control,51450,Other communicable diseases,,,"We work to prevent, control and report on other communicalbe diseases not mentioned elsewhere in this document and conditions that are contagious and/or affect the public’s health.",,,,,,,,,,,,,,,,,,,,
51500,50000,Health and Welfare,51000,Health,51500,Maternal and Child Health Services,,,,,The maternal and child health (MCH) service provides support and information to families with children aged from birth to school age who live within the municipality.,http://www.melbourne.vic.gov.au/community/health-support-services/for-my-family/Pages/maternal-child-health.aspx,,,,,,,,,,,,,,,,,,,
51510,50000,Health and Welfare,51000,Health,51500,Maternal and Child Health Services,51510,Maternal and Preschool,,,The Maternal and Preschool division provides information and support programming for pregnant residents and residents with young children.  It maintains and distributes a list of approved childcare facilities.,,,,,,,,,,,,,,,,,,,,
51520,50000,Health and Welfare,51000,Health,51500,Maternal and Child Health Services,51520,School,,,"The School Division provides information for city residents on what to expect when children reach school age.  At kindergarten your child will learn, develop skills, and play in a safe and happy environment. Find out more about the benefits of kindergarten and how to know when your child is ready to start.  Moving from kindergarten to primary school can be an exciting but challenging time in your child’s life. Learn ways you can help make this a smooth and stress free transition for your child.",http://www.education.vic.gov.au/childhood/parents/transition/Pages/default.aspx,,,,,,,,,,,,,,,,,,,
51600,50000,Health and Welfare,51000,Health,51600,Adult Health Services,,,,,"Adult Services provides programs for adults and their families. The various programs provide services that maximize self-sufficiency, safety, health, active living and independance. Community partners enrich a wide range of services that include care management, employment, training, volunteer opportunities, recreation and transportation assistance.",http://www2.oaklandnet.com/government/o/DHS/o/AAS/index.htm,,,,,,,,,,,,,,,,,,,
51700,50000,Health and Welfare,51000,Health,51700,Health Centers and General Clinics,,,,,"The Health centers and general clinics provide adults with comprehensive screenings and preventive exams. Evaluation and treatment of minor illnesses (fever, coughs, colds) and chronic diseases such as asthma, high blood pressure, and diabetes are also provided.",http://polk.floridahealth.gov/programs-and-services/clinical-and-nutrition-services/adult-health/index.html,,,,,,,,,,,,,,,,,,,
51800,50000,Health and Welfare,51000,Health,51800,Laboratory,,,,,Public health laboratories are governmental reference laboratories that protect the public against diseases and other health hazards.,https://en.wikipedia.org/wiki/Public_health_laboratory,,,,,,,,,,,,,,,,,,,
51900,50000,Health and Welfare,51000,Health,51900,Indigent Medical Care,,,,,"Indigent medical care is a regional program that provides medically necessary health care benefits to individuals who meet the income, resource, residency, and household criteria; and who are categorically ineligible for the State Run Medicaid Program.",http://brazoriacountytx.gov/departments/health-department/indigent-health-care-program,,,,,,,,,,,,,,,,,,,
51950,50000,Health and Welfare,51000,Health,51950,Buildings and Plant,,,,,"We manage, repair, and provide maintenance and security for the Health service buildings.",,,,,,,,,,,,,,,,,,,,
51960,,Health and Welfare,51000,Health,51960,Hospitals,,,,,"At City Hospital, we pride ourselves on community involvement. We are a state-of-the-art medical facility and a source of health education for the people we serve.  We at City Hospital are committed to preserving access to healthcare and turning hospitals into thriving, community assets",http://www.gch.org/,,,,,,,,,,,,,,,,,,,
51970,,Health and Welfare,51000,Health,51970,Public Comfort Station,,,,,City maintained toilet or rest area open for use the use of the public.,,,created 11/12/2016 based on PA DCED CoA p20,,,,,,,,,,,,,,,,,
51990,50000,Health and Welfare,51000,Health,51990,Other - Health,,,,,Personnel who work to control or address any other health issue that is not specifically described elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
54000,50000,Health and Welfare,54000,Welfare,,,,,,,Government-provided support for those unable to support themselves.,www.dictionary.com/browse/welfare,,,,,,,,,,,,,,,,,,,
54100,50000,Health and Welfare,54000,Welfare,54100,Administration - Welfare,,,,,"Oversees general affairs, procurement, accounting, property management, paperwork management, archiving, and affairs beyond the administrative jurisdictions of other offices.",,,,,,,,,,,,,,,,,,,,
54200,50000,Health and Welfare,54000,Welfare,54200,Institutional Care,,,,,"A social welfare institution is an agency that operates daily or around the clock where people are cared for and if necessary provided with treatment, nursing, education and therapy.",,,,,,,,,,,,,,,,,,,,
54300,50000,Health and Welfare,54000,Welfare,54300,Direct Assistance,,,,,Direct Assistance is when a receipient receives money instead of a service. They can use it to buy your own care and support.,https://www.derbyshire.gov.uk/social_health/adult_care_and_wellbeing/how_to_access_care_and_support/personal_budgets_and_direct_payments/direct_payments/default.asp?VD=directpayments,,,,,,,,,,,,,,,,,,,
54310,50000,Health and Welfare,54000,Welfare,54300,Direct Assistance,54310,General Assistance,,,"General Assistance (also known as General Relief) is a term used in the United States to denote welfare programs that benefit adults without dependents (single persons, or less commonly, childless married couples).",https://en.wikipedia.org/wiki/General_Assistance,,,,,,,,,,,,,,,,,,,
54320,50000,Health and Welfare,54000,Welfare,54300,Direct Assistance,54320,Senior Assistance,,,Direct payments made to Senior Citizens in need in order for these individuals to buy products or services necessary to make their lives better.,,,,,,,,,,,,,,,,,,,,
54330,50000,Health and Welfare,54000,Welfare,54300,Direct Assistance,54330,Aid to Dependent Children,,,Aid to Families with Dependent Children (AFDC) was a federal assistance program in effect from 1935 to 1996 created by the Social Security Act (SSA) and administered by the United States Department of Health and Human Services that provided financial assistance to children whose families had low or no income.,https://en.wikipedia.org/wiki/Aid_to_Families_with_Dependent_Children,,,,,,,,,,,,,,,,,,,
54340,50000,Health and Welfare,54000,Welfare,54300,Direct Assistance,54340,Aid to the Blind,,,"The state Aid to the Blind program provides cash assistance to eligible low-income Colorado residents. Individuals must be from birth to age 59, determined disabled due to blindness by a medical doctor, and be unable to work for a minimum of 6 months.",http://jeffco.us/human-services/disability-services/aid-to-the-blind/,,,,,,,,,,,,,,,,,,,
54350,50000,Health and Welfare,54000,Welfare,54300,Direct Assistance,54350,Aid to the Disabled,,,This program provides financial assistance only to people who are disabled and not able to work 12 months or more OR are disabled 6 months or more AND their disability substantially precludes the person from working at ANY job.,http://www.co.weld.co.us/Departments/HumanServices/ChildCareFinancialFoodandMedicalServices/ElderlyorDisabledAdultFinancialandMedicalPrograms/StateAidtotheNeedyDisabled.html,,,,,,,,,,,,,,,,,,,
54390,50000,Health and Welfare,54000,Welfare,54300,Direct Assistance,54390,Other Direct Assistance,,,Other direct cash welfare assistance that are not specified elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
54400,50000,Health and Welfare,54000,Welfare,54400,Intergovernmental Welfare Payments,,,,,Welfare payments provided from one government to another in order to create a system of non-cash support.,,,,,,,,,,,,,,,,,,,,
54410,50000,Health and Welfare,54000,Welfare,54400,Intergovernmental Welfare Payments,54410,General Assistance,,,"General welfare is the provision of a minimal level of well-being and social support for citizens without current means to support basic needs, sometimes referred to as public aid.  Support for this program is provided by an intergovernmental payment.",https://en.wikipedia.org/wiki/Welfare,,,,,,,,,,,,,,,,,,,
54420,50000,Health and Welfare,54000,Welfare,54400,Intergovernmental Welfare Payments,54420,Senior Assistance,,,Indirect support welfare programs for elderly citizens funded via intergovernmental transfer payments.,,,,,,,,,,,,,,,,,,,,
54430,50000,Health and Welfare,54000,Welfare,54400,Intergovernmental Welfare Payments,54430,Aid to Dependent Children,,,Programs and other indirect support for children of families with income below the pverty line.,This program was replaced with Block Grants in 1996 Federal Welfare Reform,,,,,,,,,,,,,,,,,,,
54440,50000,Health and Welfare,54000,Welfare,54400,Intergovernmental Welfare Payments,54440,Aid to the Blind,,,Programs and otther indirect support for individuals without the use of their sense of sight.,,,,,,,,,,,,,,,,,,,,
54450,50000,Health and Welfare,54000,Welfare,54400,Intergovernmental Welfare Payments,54450,Aid to the Disabled,,,Programs and other indirect support for individuals with mental of physical impairments that may require additional help to thrive in society.,,,,,,,,,,,,,,,,,,,,
54490,50000,Health and Welfare,54000,Welfare,54400,Intergovernmental Welfare Payments,54490,Other - Welfare Assistance,,,All other programs and indirect support for welfare assistance that are not specifically mentioned elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
54500,50000,Health and Welfare,54000,Welfare,54500,Vendor Welfare Payments,,,,,Welfare payments made directly to vendors as opposed to the receipients of the welfare assistance.  This is typically done to increaase the negotiation power of the government and decreasing the cost burden of the program.,,,,,,,,,,,,,,,,,,,,
54510,50000,Health and Welfare,54000,Welfare,54500,Vendor Welfare Payments,54510,Vendor medical payments,,,"Medicaid is a ""vendor"" plan because payment is made directly to the vendor (the person or entity which provides the services) rather than to the patient. Only approved nursing homes, physicians, and other providers of medical care are entitled to receive Medicaid payments for their services.",http://www.encyclopedia.com/social-sciences-and-law/law/law/welfare,,,,,,,,,,,,,,,,,,,
54590,50000,Health and Welfare,54000,Welfare,54500,Vendor Welfare Payments,54590,Other - Vendor Welfare Payments,,,All other Welfare payments provided to vendors directly that are not medical in nature.,,,,,,,,,,,,,,,,,,,,
54600,50000,Health and Welfare,54000,Welfare,54600,Buildings and Plant,,,,,Maintains the building and machinery plant to allow for the continued operation of all welfare programs.,,,,,,,,,,,,,,,,,,,,
54900,50000,Health and Welfare,54000,Welfare,54900,Other - Welfare,,,,,All other Welfare actions that are not specifically discussed elsewhere within this document.,,,,,,,,,,,,,,,,,,,,
55000,50000,Health and Welfare,55000,Community Services,,,,,,,"Community service is a non-paying job performed by someone or a group of people for the benefit of the public or its institutions. Performing community service is not the same as volunteering, since it is not always performed on a voluntary basis.",https://en.wikipedia.org/wiki/Community_service,,,,,,,,,,,,,,,,,,,
55100,50000,Health and Welfare,55000,Community Services,55100,Meals on wheels,,,,,"Meals on Wheels is a programme that delivers meals to individuals at home who are unable to purchase or prepare their own meals. The name is often used generically to refer to home-delivered meals programmes, not all of which are actually named ""Meals on Wheels"". Because they are housebound, many of the recipients are the elderly, and many of the volunteers are also elderly but able-bodied and able to drive wheeled vehicles.",https://en.wikipedia.org/wiki/Meals_on_Wheels,,,,,,,,,,,,,,,,,,,
55200,50000,Health and Welfare,55000,Community Services,55200,Senior citizens center,,,,,"A senior center is a type of community center where older adults can congregate to fulfill many of their social, physical, emotional, and intellectual needs. In the United States, many towns have senior centers that are usually locally funded, though some may receive state and federal monies.",https://en.wikipedia.org/wiki/Senior_center,,,,,,,,,,,,,,,,,,,
55300,50000,Health and Welfare,55000,Community Services,55300,Community center,,,,,"Community centers are public locations where members of a community tend to gather for group activities, social support, public information, and other purposes. They may sometimes be open for the whole community or for a specialized group within the greater community.",https://en.wikipedia.org/wiki/Community_centre,,,,,,,,,,,,,,,,,,,
55400,50000,Health and Welfare,55000,Community Services,55400,Transportation Services,,,,,"Transportation is the critical link that assures access to vital services such as health care, social and nutritional services, family and friends, stores and jobs. The availability of transportation allows older adults to live independently in their communities and helps prevent isolation and premature nursing home placement.  Typically performed by an organized driver on a normal route.",https://www.illinois.gov/aging/CommunityServices/Pages/transportation.aspx,,,,,,,,,,,,,,,,,,,
55900,50000,Health and Welfare,55000,Community Services,55900,Other - Community Services,,,,,All other community services that are not mentioned elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
59000,50000,Health and Welfare,59000,Other - Health and Welfare,,,,,,,All other programs or functions related to general Health and Welfare that are not specifically addressed elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
56000,,Education,,,,,,,,,"State run tuition free schools, funded and operated by the Govenment.  This group includes the necessary overhead to run the entire public education system, including Superintendent and School Board.",state requires that the municipality carry over ... city may maintain a bank account,"E.g. Waltham; Should this be expanded, it seems that public education is a large part of a city government",,,,,,,,,,,,,,,,,,
60000,60000,Culture/Recreation/Parks,,,,,,,,,"Our office enhances the quality of life, the economy, and the design of the City through the arts. The role of the arts in all aspects of life in the City is reinforced via equitable access to arts and culture in every community, its public institutions, and public places.",https://www.boston.gov/departments/arts-and-culture,"This branch's internal node labels should be clarified. 1) The top level is a shopping list (which does not include Libraries). 2) The ""Culture"" label gets quickly dropped and so complicates the placement of cultural facilities.",,,,,,,,,,,,,,,,,,
61000,60000,Culture/Recreation/Parks,61000,Administration - Culture/Recreation/Parks,,,,,,,"General administration responsible for organizing the overall department and completeing administrative functions (i.e. procurement, finance)",,,,,,,,,,,,,,,,,,,,
62000,60000,Culture/Recreation/Parks,62000,Recreation & Parks,,,,,,,"The mission of the Department of Parks and Recreation is to ensure opportunities for people to Optimize the Experience of Living by creating environments for Safety, Engagement, Relationship building and Personal Development.",http://www.cityofsacramento.org/ParksandRec/About,,,,,,,,,,,,,,,,,,,
62100,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62100,Recreation,,,,,"The City offers several Recreation programs, classes, and services for residents. Programs support grade school children to active older adults.",http://www.cityofsacramento.org/ParksandRec/Recreation,,,,,,,,,,,,,,,,,,,
,,Culture/Recreation/Parks,62000,Recreation & Parks,62100,Recreation,62105,Administration - Recreation,,,"General administration support for all recreation functions, use this department when a city has seperated the Parks and Recration function.",,,,,,,,,,,,,,,,,,,,
62105,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62100,Recreation,62115,Supervision,,,Management at recreational facilities and overall programs.  ,,,,,,,,,,,,,,,,,,,,
62115,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62100,Recreation,62120,Participant Recreation,,,Recreational programs designed for active participation of the participant.,PA DCED CoA p21,,,,,,,,,,,,,,,,,,,
62110,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62100,Recreation,62120,Participant Recreation,62121,Recreation Centers,"Recreation centers offer safe and fun places to participate in activities, programs and special events. Many offer computer labs, gyms, school-age childcare, and room rentals.",,,,,,,,,,,,,,,,,,,,
62120,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62100,Recreation,62120,Participant Recreation,62122,Playgrounds,Fixed outdoor equipment designed for children to play on.  Usually positioned within a park.,https://www.minneapolisparks.org/parks__destinations/recreation_centers/,,,,,,,,,,,,,,,,,,,
62125,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62100,Recreation,62120,Participant Recreation,62123,Swimming pools,"A public aquatic facilty that provides the residents of a city an opportunity to swim, take swimming lessons, or other aquatic programs.",,,,,,,,,,,,,,,,,,,,
62130,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62100,Recreation,62120,Participant Recreation,62124,Sport Facilities,"Sports facilities are structures designed to for competitive sports.  For example, there are track and field stadiums, football stadiums, baseball stadiums, swimming pools, and gymnasiums.",,,,,,,,,,,,,,,,,,,,
62135,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62100,Recreation,62120,Participant Recreation,62125,Golf Courses,"A golf course is an area of land laid out for golf with a series of 9 or 18 holes each including tee, fairway, and putting green and often one or more natural or artificial hazards .",,,,,,,,,,,,,,,,,,,,
62136,,Culture/Recreation/Parks,62000,Recreation & Parks,62100,Recreation,62120,Participant Recreation,62126,Other Recreational Facilities,Recreational facilities that are more than the traditional sport facility and may be specialized in it's nature (i.e. a city run camp for children or trails for bicycle riding).  Similar facilities would exist in other municpalities and should not be considered as unique.,http://www.merriam-webster.com/dictionary/golf%20course,,,,,,,,,,,,,,,,,,,
,,,62000,Recreation & Parks,62100,Recreation,62120,Participant Recreation,62127,Special Recreational Facilities,Other specialized recreational facilities that are not standard and may be unique to a location.,,,,,,,,,,,,,,,,,,,,
62145,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62100,Recreation,62130,Spectator Recreation,,,Recreation designed for passive participation or the participants act as spectators to anothers actions.,PA DCED CoA p21,,,,,,,,,,,,,,,,,,,
62150,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62100,Recreation,62130,Spectator Recreation,62131,Museums,"A museum is an institution that cares for a collection of artifacts and other objects of artistic, cultural, historical, or scientific importance and some public museums make them available for public viewing through exhibits that may be permanent or temporary.",https://en.wikipedia.org/wiki/Museum,,,,,,,,,,,,,,,,,,,
62155,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62100,Recreation,62130,Spectator Recreation,62132,Art Galleries,"An art museum, also known as an art gallery, is a space for the exhibition of art, usually in the form of art objects from the visual arts, primarily paintings, illustrations, and sculptures.",https://en.wikipedia.org/wiki/Museum,,,,,,,,,,,,,,,,,,,
62160,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62100,Recreation,62130,Spectator Recreation,62133,Zoos,"A zoo is a facility in which animals are confined within enclosures, displayed to the public, and in which they may also bred.",https://en.wikipedia.org/wiki/Zoo,,,,,,,,,,,,,,,,,,,
62170,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62100,Recreation,62170,Celebrations,,,"Recreation staff that are responsible for planning, organizing, and the execution of govenment sponsered celebrations and events.",,Created based on MA SchA (10/5/2016),,,,,,,,,,,,,,,,,,
62190,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62100,Recreation,62190,Other - Recreation,,,All other recreation functions or actions that are not defined elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
62200,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62200,Parks,,,,,"A park is an area of natural, semi-natural, or planted space set aside for human enjoyment and recreation or for the protection of wildlife or natural habitats.",,,,,,,,,,,,,,,,,,,,
62205,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62200,Parks,62205,Administration - Parks,,,"General administration support for all park functions, use this department when a city has seperated the Parks and Recration function.",,,,,,,,,,,,,,,,,,,,
62210,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62200,Parks,62210,Park Areas,,,"Parks can be divided into active and passive recreation areas. Active recreation is that which has an urban character and requires intensive development. It often involves cooperative or team activity, including playgrounds, ball fields, swimming pools, gymnasiums, and skateparks. Active recreation such as team sports, due to the need to provide substantial space to congregate, typically involves intensive management, maintenance, and high costs. Passive recreation, also called ""low intensity recreation"" is that which emphasizes the open-space aspect of a park and allows for the preservation of natural habitat. It usually involves a low level of development, such as rustic picnic areas, benches and trails.",https://en.wikipedia.org/wiki/Park,,,,,,,,,,,,,,,,,,,
